time,Rt median,Rt 95%CI LB,Rt 95% CI UB
0.01,18067.3733925301,18039.8998096168,18091.0281673431
1.01,10.35895936922,9.59529056598039,10.978631894916
2.01,3.13634514921623,2.96424993547323,3.32168002572135
3.01,1.58179775130005,1.43883023589416,1.70695475470975
4.01,0.979270136887068,0.854492867671081,1.08290166635708
5.01,0.68619937892639,0.573734569191999,0.77657975698111
6.01,0.519550957437809,0.425072311302685,0.605556407265871
7.01,0.418067084202736,0.32323773404939,0.514940762723016
8.01,0.358261561098203,0.253926345138485,0.495144527576746
9.01,0.313810558516899,0.208013492029044,0.538360672431917
10.01,0.28406058603063,0.175029810795491,0.686689567746953
11.01,0.263185825139562,0.150925412802721,0.819653556413695
12.01,0.246240667131968,0.130494004412074,0.982180613127339
13.01,0.234048519347321,0.113407320876958,1.21522602309116
14.01,0.231163285718813,0.099545124818735,1.4367499226593
15.01,0.232176051419227,0.0936249387380249,1.61596291826443
16.01,0.243041161118183,0.0868270168624605,1.74608615005942
17.01,0.259940031402042,0.0766868209938397,1.84224430896205
18.01,0.286079398892725,0.0737635662269711,1.89275785321559
19.01,0.306824661910859,0.0549262688125691,1.91108037733008
20.01,0.346318209954579,0.0448266207358201,1.90531352693814
21.01,0.388941421383358,0.0323726477678498,1.88902120977426
22.01,0.449119756182682,0.00599356551155694,1.86375016409352
23.01,0.523833490051466,0.0125885608675079,1.83589291646542
24.01,0.581833286533687,0.0303165047873749,1.80678877133175
25.01,0.656414342144412,-0.00774784023673727,1.83443644043819
26.01,0.725160021286222,-0.0318247161154576,1.85063503059089
27.01,0.785921440819845,-0.0451321695243938,1.85329931161617
28.01,0.837781482049455,-0.0912398752494607,1.84714247745832
29.01,0.878752918398022,-0.130981798403479,1.83609748738271
30.01,0.909379553283545,-0.239422708866135,1.82811510696963
31.01,0.937460382993791,-0.340612071051507,1.86341263429089
32.01,0.954972964699841,-0.517292468121613,1.8118813030076
33.01,0.968491349807958,-0.886461685638554,2.11385974067663
34.01,0.979677058334114,-1.51459283393927,2.39372415434278
35.01,0.988786114942086,-1.75069175056505,2.32179453366654
36.01,0.995771492745928,-2.12387810863203,2.35400627301845
37.01,0.998389387730058,-3.76894464703823,2.39798312075408
38.01,0.999660012359968,-1.27861427551828,2.65215987087495
